Jonas Preston,Academy of Natural Sciences,Member
C. Paul,Academy of Natural Sciences,Member
Saul T. Penrose,Academy of Natural Sciences,Member
Robert E. Peterson,Academy of Natural Sciences,Member
Joseph Rotch,Academy of Natural Sciences,Member
Richard Randolph,Academy of Natural Sciences,Member
Caleb Richardson,Academy of Natural Sciences,Member
Thomas Rotch,Academy of Natural Sciences,Member
C. S. Rafinesque,Academy of Natural Sciences,Member
Charles M. Reese,Academy of Natural Sciences,Member
James Read,Academy of Natural Sciences,Member
M.M. Reeve,Academy of Natural Sciences,Member
John Shinn Jr.,Academy of Natural Sciences,Member
John Speakman,Academy of Natural Sciences,Member
Thomas Say,Academy of Natural Sciences,Member
Joseph Stouse,Academy of Natural Sciences,Member
Benjamin Say,Academy of Natural Sciences,Member
William Strickland,Academy of Natural Sciences,Member
E. B. Stockton,Academy of Natural Sciences,Member
Charles W. Smith,Academy of Natural Sciences,Member
Jacob R. Smith,Academy of Natural Sciences,Member
Daniel B. Smith,Academy of Natural Sciences,Member
William Stuart,Academy of Natural Sciences,Member
George Shackman,Academy of Natural Sciences,Member
Joseph P. Smith,Academy of Natural Sciences,Member
Andrew B. Spence,Academy of Natural Sciences,Member
Henry Steinham,Academy of Natural Sciences,Member
Henry Seybert,Academy of Natural Sciences,Member
G. Troost,Academy of Natural Sciences,Member
R. Vause,Academy of Natural Sciences,Member
Lardner Vanuxem,Academy of Natural Sciences,Member
John Vaughan,Academy of Natural Sciences,Member
Alexander Wilson,Academy of Natural Sciences,Member
Benjamin Warner,Academy of Natural Sciences,Member
Jonathan F. Waterhouse,Academy of Natural Sciences,Member
William S. Warden,Academy of Natural Sciences,Member
Joseph Woolens,Academy of Natural Sciences,Member
William Wagner,Academy of Natural Sciences,Member
Joseph Watson,Academy of Natural Sciences,Member
Tobias Wagner,Academy of Natural Sciences,Member
George B. Wood,Academy of Natural Sciences,Member
Henry J. Williams,Academy of Natural Sciences,Member
William W. Wood,Academy of Natural Sciences,Member
Pardon Bowen,Massachusetts Medical Society,Member
Mason F. Cogswell,Massachusetts Medical Society,Member
Astley Cooper,Massachusetts Medical Society,Member
Ammi R. Cutter,Massachusetts Medical Society,Member
Manassah Cutler,Massachusetts Medical Society,Member
Andrew Duncan,Massachusetts Medical Society,Member
John R. Farre,Massachusetts Medical Society,Member
John Feron,Massachusetts Medical Society,Member
Peter Green,Massachusetts Medical Society,Member
Lemuel Hopkins,Massachusetts Medical Society,Member
David Hosack,Massachusetts Medical Society,Member
George Jones,Massachusetts Medical Society,Member
John Jones,Massachusetts Medical Society,Member
Adam Kuhn,Massachusetts Medical Society,Member
Lemuel Kollock,Massachusetts Medical Society,Member
John C. Lettsom,Massachusetts Medical Society,Member
Charles McKnight,Massachusetts Medical Society,Member
Edward Miller,Massachusetts Medical Society,Member
John Morgan,Massachusetts Medical Society,Member
John Osborne,Massachusetts Medical Society,Member
Benjamin Rush,Massachusetts Medical Society,Member
William Shippen,Massachusetts Medical Society,Member
Isaac Center,Massachusetts Medical Society,Member
Nathan Smith,Massachusetts Medical Society,Member
Samuel Tenney,Massachusetts Medical Society,Member
Benjamin Vaughan,Massachusetts Medical Society,Member
Elias Willard,Massachusetts Medical Society,Member
Caspar Wistar,Massachusetts Medical Society,Member
Edward Wyer,Massachusetts Medical Society,Member
James Wylie,Massachusetts Medical Society,Member
Henry Wells,Massachusetts Medical Society,Member
"Elisha Whitney,",Massachusetts Medical Society,Member
William S. Williams,Massachusetts Medical Society,Member
Thomas Williams,Massachusetts Medical Society,Member
Tapley Wyeth,Massachusetts Medical Society,Member
Joseph Whipple,Massachusetts Medical Society,Member
William Whiting,Massachusetts Medical Society,Member
Benjamin Waterhouse,Massachusetts Medical Society,Member
Charles W. Winship,Massachusetts Medical Society,Member
Sylvester Woodbridge,Massachusetts Medical Society,Member
Elias Weld,Massachusetts Medical Society,Member
Timothy Wellington,Massachusetts Medical Society,Member
Silas Wheelock,Massachusetts Medical Society,Member
Isaac Warren,Massachusetts Medical Society,Member
Charles Worthington,Massachusetts Medical Society,Member
John Williams,Massachusetts Medical Society,Member
Samuel Weed,Massachusetts Medical Society,Member
Noah Whitman Jr.,Massachusetts Medical Society,Member
Jonathan Wild Jr.,Massachusetts Medical Society,Member
Daniel Wardwell,Massachusetts Medical Society,Member
Eli Wing,Massachusetts Medical Society,Member
William J. Walker,Massachusetts Medical Society,Member
Peter Whitney,Massachusetts Medical Society,Member
Joseph Warren,Massachusetts Medical Society,Member
George Willard,Massachusetts Medical Society,Member
John W. Webster,Massachusetts Medical Society,Member
Orrin Wright,Massachusetts Medical Society,Member
Jonathan Wales Jr.,Massachusetts Medical Society,Member
Leonard Williams,Massachusetts Medical Society,Member
William C. Whittredge,Massachusetts Medical Society,Member
Seth Washburn,Massachusetts Medical Society,Member
Asa G. Welch,Massachusetts Medical Society,Member
George Wilkins,Massachusetts Medical Society,Member
James M. Whittemore,Massachusetts Medical Society,Member
Abel Wilder,Massachusetts Medical Society,Member
John D. Wells,Massachusetts Medical Society,Member
Samuel Young,Massachusetts Medical Society,Member
Solmon D. Townsend,Massachusetts Medical Society,Member
David Townsend,Massachusetts Medical Society,Member
Thomas Thaxter,Massachusetts Medical Society,Member
Phillip Theobold,Massachusetts Medical Society,Member
James Thacher,Massachusetts Medical Society,Member
Joseph Torrey,Massachusetts Medical Society,Member
William Towner,Massachusetts Medical Society,Member
Simon Tufts,Massachusetts Medical Society,Member
Gridley Thaxter,Massachusetts Medical Society,Member
Joshua Thomas,Massachusetts Medical Society,Member
Grosvenor Tarbell,Massachusetts Medical Society,Member
Phillip E. Theobold,Massachusetts Medical Society,Member
Calvin Tilden,Massachusetts Medical Society,Member
Enoch S. Tappan,Massachusetts Medical Society,Member
Charles Trafton,Massachusetts Medical Society,Member
Piatt B. Tyler,Massachusetts Medical Society,Member
Jacob Tewksbury,Massachusetts Medical Society,Member
Ezekiel Thaxter,Massachusetts Medical Society,Member
Stephen Thayer,Massachusetts Medical Society,Member
Samuel Titus,Massachusetts Medical Society,Member
Alexander Thayer,Massachusetts Medical Society,Member
Arad Thompson,Massachusetts Medical Society,Member
"Amos Taylor,",Massachusetts Medical Society,Member
Francis Vergnies,Massachusetts Medical Society,Member
John Vanhorn,Massachusetts Medical Society,Member
John Warren,Massachusetts Medical Society,Member
John C. Warren,Massachusetts Medical Society,Member
Rufus Wyman,Massachusetts Medical Society,Member
John Walton,Massachusetts Medical Society,Member
John Ware,Massachusetts Medical Society,Member
Robert Worthington,Massachusetts Medical Society,Member
Charles W. Wilder,Massachusetts Medical Society,Member
Thomas Welsh,Massachusetts Medical Society,Member
Stephen W. Williams,Massachusetts Medical Society,Member
Israel Whiton,Massachusetts Medical Society,Member
George Ware,Massachusetts Medical Society,Member
Richard Wells,Massachusetts Medical Society,Member
Daniel Stone,Massachusetts Medical Society,Member
Nathaniel Swift,Massachusetts Medical Society,Member
Richard C. Shannon,Massachusetts Medical Society,Member
Luther Stearns,Massachusetts Medical Society,Member
"Nathaniel Smith, Jr.",Massachusetts Medical Society,Member
Joseph Sampson,Massachusetts Medical Society,Member
Moses Sweet,Massachusetts Medical Society,Member
James H. Sargent,Massachusetts Medical Society,Member
John Starkweather,Massachusetts Medical Society,Member
Joseph L. Stevens,Massachusetts Medical Society,Member
Richard S. Spofford,Massachusetts Medical Society,Member
Caleb H. Stickney,Massachusetts Medical Society,Member
Thomas Sears,Massachusetts Medical Society,Member
Stillman Spaulding,Massachusetts Medical Society,Member
Thaddeus Spaulding,Massachusetts Medical Society,Member
Thomas Sturtevant,Massachusetts Medical Society,Member
Paul Spooner,Massachusetts Medical Society,Member
Woodbridge Strong,Massachusetts Medical Society,Member
Samuel A. Shurtleff,Massachusetts Medical Society,Member
William Sweetser,Massachusetts Medical Society,Member
John M. Smith,Massachusetts Medical Society,Member
Caleb H. Snow,Massachusetts Medical Society,Member
Jonathan Stone,Massachusetts Medical Society,Member
Renjamin Seabury,Massachusetts Medical Society,Member
John P. Spooner,Massachusetts Medical Society,Member
Jerome V. C. Smith,Massachusetts Medical Society,Member
Robert B. Severance,Massachusetts Medical Society,Member
Lyndon A. Smith,Massachusetts Medical Society,Member
Asa Story,Massachusetts Medical Society,Member
Joseph Shed,Massachusetts Medical Society,Member
Stephen H. Shelding,Massachusetts Medical Society,Member
Cotton Tufts,Massachusetts Medical Society,Member
John D. Treadwell,Massachusetts Medical Society,Member
Calvin Thomas,Massachusetts Medical Society,Member
Robert Thaxter,Massachusetts Medical Society,Member
Daniel Thurber,Massachusetts Medical Society,Member
William H. Tyler,Massachusetts Medical Society,Member
Abraham R. Thompson,Massachusetts Medical Society,Member
William Spooner,Massachusetts Medical Society,Member
George C. Shattuck,Massachusetts Medical Society,Member
Alpheus F. Stone,Massachusetts Medical Society,Member
John Stone,Massachusetts Medical Society,Member
Benjamin Shurtleff,Massachusetts Medical Society,Member
Jeremiah Spofford,Massachusetts Medical Society,Member
Jeremy Stimpson,Massachusetts Medical Society,Member
William Stone,Massachusetts Medical Society,Member
William Sheldon,Massachusetts Medical Society,Member
John Stockbridge,Massachusetts Medical Society,Member
Enos Smith,Massachusetts Medical Society,Member
Peter Snow,Massachusetts Medical Society,Member
Daniel Shute,Massachusetts Medical Society,Member
Micajah Sawyer,Massachusetts Medical Society,Member
Jonathan Sibley,Massachusetts Medical Society,Member
Nathaniel Saltonstall,Massachusetts Medical Society,Member
Samuel Savage,Massachusetts Medical Society,Member
Remembrance Sheldon,Massachusetts Medical Society,Member
Amos Spofford,Massachusetts Medical Society,Member
Ezra Starkweather,Massachusetts Medical Society,Member
Foster Swift,Massachusetts Medical Society,Member
John B. Swett,Massachusetts Medical Society,Member
John Sprague,Massachusetts Medical Society,Member
Charles Stockbridge,Massachusetts Medical Society,Member
"John Swett,",Massachusetts Medical Society,Member
"Elisha Story,",Massachusetts Medical Society,Member
Erastus Sargeant,Massachusetts Medical Society,Member
Marshall Spring,Massachusetts Medical Society,Member
Moses D. Spofford,Massachusetts Medical Society,Member
Ebenezer Starr,Massachusetts Medical Society,Member
John Scammel,Massachusetts Medical Society,Member
Issachar Snell,Massachusetts Medical Society,Member
Jonathan Shearer,Massachusetts Medical Society,Member
Lawrence Sprague,Massachusetts Medical Society,Member
Jeremy Stimpson,Massachusetts Medical Society,Member
Thomas Sewall,Massachusetts Medical Society,Member
Daniel Swan,Massachusetts Medical Society,Member
Ephraim Stone,Massachusetts Medical Society,Member
Daniel Porter,Massachusetts Medical Society,Member
Abner Phelps,Massachusetts Medical Society,Member
William Parkhurst,Massachusetts Medical Society,Member
Benjamin Pond Jr.,Massachusetts Medical Society,Member
George Parkman,Massachusetts Medical Society,Member
Josiah Prescott,Massachusetts Medical Society,Member
Gustavus D. Peck,Massachusetts Medical Society,Member
Fredrick A. Parker,Massachusetts Medical Society,Member
John Pond,Massachusetts Medical Society,Member
Sylvanus Plympton,Massachusetts Medical Society,Member
Silas Pearson,Massachusetts Medical Society,Member
Nathaniel Pierce,Massachusetts Medical Society,Member
Moses Phelps,Massachusetts Medical Society,Member
Thomas Phipps,Massachusetts Medical Society,Member
Nathan Perry,Massachusetts Medical Society,Member
Thomas W. Parsons,Massachusetts Medical Society,Member
Sturgis Phinney,Massachusetts Medical Society,Member
Augustus T. Parker,Massachusetts Medical Society,Member
Sylvanus Plympton,Massachusetts Medical Society,Member
Isaac Rand,Massachusetts Medical Society,Member
John Randall,Massachusetts Medical Society,Member
Benjamin Rogers,Massachusetts Medical Society,Member
Alexander Read,Massachusetts Medical Society,Member
"Isaac Rand,",Massachusetts Medical Society,Member
Abijah Richardson,Massachusetts Medical Society,Member
Thomas Rice,Massachusetts Medical Society,Member
Isaac Rand Jr.,Massachusetts Medical Society,Member
Tilley Rice,Massachusetts Medical Society,Member
Daniel Rose,Massachusetts Medical Society,Member
Peter G. Robbins,Massachusetts Medical Society,Member
John Revere,Massachusetts Medical Society,Member
Dean Robinson,Massachusetts Medical Society,Member
Thomas Richmond,Massachusetts Medical Society,Member
Edward Reynolds Jr.,Massachusetts Medical Society,Member
Chandler Robbins Jr.,Massachusetts Medical Society,Member
George Russell,Massachusetts Medical Society,Member
George Osgood,Massachusetts Medical Society,Member
George Osgood Jr.,Massachusetts Medical Society,Member
Joseph O. Osgood,Massachusetts Medical Society,Member
Daniel Oliver,Massachusetts Medical Society,Member
David Osgood,Massachusetts Medical Society,Member
Benjamin Osgood,Massachusetts Medical Society,Member
Oliver Prescott,Massachusetts Medical Society,Member
Amos Parker,Massachusetts Medical Society,Member
Abel L. Peirson,Massachusetts Medical Society,Member
Thomas I. Parker,Massachusetts Medical Society,Member
Thomas Pickman,Massachusetts Medical Society,Member
William Paine,Massachusetts Medical Society,Member
James Pecker,Massachusetts Medical Society,Member
Oliver Prescott,Massachusetts Medical Society,Member
Oliver Partridge,Massachusetts Medical Society,Member
Daniel Pierce,Massachusetts Medical Society,Member
Charles Pyncheon,Massachusetts Medical Society,Member
William Porter,Massachusetts Medical Society,Member
Samuel Perry,Massachusetts Medical Society,Member
Abiel Pearson,Massachusetts Medical Society,Member
Martin Phelps,Massachusetts Medical Society,Member
Cyrus Perkins,Massachusetts Medical Society,Member
Benjamin Page Jr.,Massachusetts Medical Society,Member
James Parker,Massachusetts Medical Society,Member
Amariah Preston,Massachusetts Medical Society,Member
Samuel Prentis,Massachusetts Medical Society,Member
Benjamin Parker,Massachusetts Medical Society,Member
Nathaniel Peabody,Massachusetts Medical Society,Member
Ebenezer Poor,Massachusetts Medical Society,Member
Jonathan Page,Massachusetts Medical Society,Member
Charles Proctor,Massachusetts Medical Society,Member
William Payson,Massachusetts Medical Society,Member
Edmund C. Peet,Massachusetts Medical Society,Member
Freeman Perry,Massachusetts Medical Society,Member
Nathaniel S. Prentiss,Massachusetts Medical Society,Member
Nathaniel Preston,Massachusetts Medical Society,Member
Alfred Perry,Massachusetts Medical Society,Member
Ariel Mann,Massachusetts Medical Society,Member
John Merrill,Massachusetts Medical Society,Member
Joseph Manning,Massachusetts Medical Society,Member
Thomas Manning,Massachusetts Medical Society,Member
Asa Miles,Massachusetts Medical Society,Member
Stephen Munroe,Massachusetts Medical Society,Member
Thaddeus M'Carty,Massachusetts Medical Society,Member
"Warham Mather,",Massachusetts Medical Society,Member
Charles Macomber,Massachusetts Medical Society,Member
Reuben D. Mussey,Massachusetts Medical Society,Member
lsaac Mulliken,Massachusetts Medical Society,Member
Jotham Moulton,Massachusetts Medical Society,Member
Caleb Miller,Massachusetts Medical Society,Member
Paul R. Metcalf,Massachusetts Medical Society,Member
Francis Moore,Massachusetts Medical Society,Member
Moses Mason Jr.,Massachusetts Medical Society,Member
James McFarland,Massachusetts Medical Society,Member
Peter Mackie,Massachusetts Medical Society,Member
Thomas Mason,Massachusetts Medical Society,Member
Andrew Mackie,Massachusetts Medical Society,Member
Silas Marshall,Massachusetts Medical Society,Member
J. W. Mulliken,Massachusetts Medical Society,Member
Samuel Nye,Massachusetts Medical Society,Member
Andrew Nicholls,Massachusetts Medical Society,Member
Jonathan Newell,Massachusetts Medical Society,Member
Nathan Noyes,Massachusetts Medical Society,Member
Nathaniel Niles,Massachusetts Medical Society,Member
Paul L. Nichols,Massachusetts Medical Society,Member
Reuben Nims,Massachusetts Medical Society,Member
Benjamin L. Oliver,Massachusetts Medical Society,Member
Hector Orr,Massachusetts Medical Society,Member
Cushing Otis,Massachusetts Medical Society,Member
Joseph Osgood,Massachusetts Medical Society,Member
Joseph Orne,Massachusetts Medical Society,Member
Joseph Osgood,Massachusetts Medical Society,Member
Jonathan Osgood,Massachusetts Medical Society,Member
Samuel Kingsbury,Massachusetts Medical Society,Member
Ashbel Kidder,Massachusetts Medical Society,Member
Seth Knowlton,Massachusetts Medical Society,Member
Francis Kittredge,Massachusetts Medical Society,Member
Aaron King,Massachusetts Medical Society,Member
Moses Kidder,Massachusetts Medical Society,Member
Henry Kittredge,Massachusetts Medical Society,Member
Gideon Kibbee,Massachusetts Medical Society,Member
Pierson T. Kendall,Massachusetts Medical Society,Member
Paul Kittredge,Massachusetts Medical Society,Member
Seth Lathrop,Massachusetts Medical Society,Member
George Leonard,Massachusetts Medical Society,Member
Isaac Lincoln,Massachusetts Medical Society,Member
John Linn,Massachusetts Medical Society,Member
Lewis Le Prelate,Massachusetts Medical Society,Member
James Lloyd,Massachusetts Medical Society,Member
William Lamb,Massachusetts Medical Society,Member
Jonathan Leonard,Massachusetts Medical Society,Member
Eldad Lewis,Massachusetts Medical Society,Member
Moses Little,Massachusetts Medical Society,Member
Abraham Lowe,Massachusetts Medical Society,Member
John Long,Massachusetts Medical Society,Member
Levi Lincoln,Massachusetts Medical Society,Member
Lemuel Lebarron,Massachusetts Medical Society,Member
Dan Lamb,Massachusetts Medical Society,Member
Timothy Little,Massachusetts Medical Society,Member
Joel Lyons,Massachusetts Medical Society,Member
William Lyman,Massachusetts Medical Society,Member
Rufus Longley,Massachusetts Medical Society,Member
Edward A. Lummus,Massachusetts Medical Society,Member
Nathaniel Miller,Massachusetts Medical Society,Member
Samuel Manning,Massachusetts Medical Society,Member
Samuel Mather,Massachusetts Medical Society,Member
James Mann,Massachusetts Medical Society,Member
Ammi R. Mitchell,Massachusetts Medical Society,Member
Mathew Mayhew,Massachusetts Medical Society,Member
"Luther M. Harris,",Massachusetts Medical Society,Member
Thaddeus M. Harris,Massachusetts Medical Society,Member
Appleton Howe,Massachusetts Medical Society,Member
I. Stearns Hurd,Massachusetts Medical Society,Member
Isaac Hodges,Massachusetts Medical Society,Member
Abishai Howard,Massachusetts Medical Society,Member
Samuel Hart,Massachusetts Medical Society,Member
Edward A. Holyoke Jr.,Massachusetts Medical Society,Member
Anson Hooker,Massachusetts Medical Society,Member
William Ingalls,Massachusetts Medical Society,Member
James Jackson,Massachusetts Medical Society,Member
CharIes Jarvis,Massachusetts Medical Society,Member
John Jeffries,Massachusetts Medical Society,Member
Timothy L. Jennison,Massachusetts Medical Society,Member
David Jones,Massachusetts Medical Society,Member
Horatio Jones,Massachusetts Medical Society,Member
Benjamin James,Massachusetts Medical Society,Member
John James,Massachusetts Medical Society,Member
Daniel James,Massachusetts Medical Society,Member
Jonathan G. Johnson,Massachusetts Medical Society,Member
Samuel Johnson,Massachusetts Medical Society,Member
Asa Jones,Massachusetts Medical Society,Member
Elisha James Jr,Massachusetts Medical Society,Member
Bela B. Jones,Massachusetts Medical Society,Member
John Jeffries,Massachusetts Medical Society,Member
William Kneeland,Massachusetts Medical Society,Member
Joseph Kittredge,Massachusetts Medical Society,Member
Thomas Kittredge,Massachusetts Medical Society,Member
Giles C. Kellogg,Massachusetts Medical Society,Member
Thomas Kast,Massachusetts Medical Society,Member
Aaron Kinsman,Massachusetts Medical Society,Member
Charles Kittredge,Massachusetts Medical Society,Member
John B. Kittredge,Massachusetts Medical Society,Member
Jacob Kittredge,Massachusetts Medical Society,Member
Peirson Kendall,Massachusetts Medical Society,Member
William Holland,Massachusetts Medical Society,Member
John C. Howard,Massachusetts Medical Society,Member
Gad Hitchcock,Massachusetts Medical Society,Member
"Gad Hitchcock, Jr.",Massachusetts Medical Society,Member
"Joseph Hunt,",Massachusetts Medical Society,Member
"John Hay,",Massachusetts Medical Society,Member
Abner Hearsy,Massachusetts Medical Society,Member
John Homans,Massachusetts Medical Society,Member
Estes Howe,Massachusetts Medical Society,Member
Samuel Holten,Massachusetts Medical Society,Member
Marius Howe,Massachusetts Medical Society,Member
Ebenezer Hunt,Massachusetts Medical Society,Member
John Hubbard,Massachusetts Medical Society,Member
Samuel Hemenway,Massachusetts Medical Society,Member
John A. Hyde,Massachusetts Medical Society,Member
Walter Hunnewell,Massachusetts Medical Society,Member
Abraham Haskell Jr.,Massachusetts Medical Society,Member
Abiel Hall,Massachusetts Medical Society,Member
Joseph Huse,Massachusetts Medical Society,Member
Abner Howe,Massachusetts Medical Society,Member
Zadock Howe,Massachusetts Medical Society,Member
Oliver Hubbard,Massachusetts Medical Society,Member
"Abiel Hall, Jr.",Massachusetts Medical Society,Member
Uriah Hagar,Massachusetts Medical Society,Member
John Hastings,Massachusetts Medical Society,Member
Cornelius Holland,Massachusetts Medical Society,Member
Eli Hall,Massachusetts Medical Society,Member
"James Hewins,",Massachusetts Medical Society,Member
Israel Hildreth Jr.,Massachusetts Medical Society,Member
Amory Hunting,Massachusetts Medical Society,Member
Loammi Harrington,Massachusetts Medical Society,Member
George Hooker,Massachusetts Medical Society,Member
Rufus Hathaway,Massachusetts Medical Society,Member
Vincent Holcomb,Massachusetts Medical Society,Member
Levi W. Humphries,Massachusetts Medical Society,Member
James Holland,Massachusetts Medical Society,Member
Benjamin W. Hildreth,Massachusetts Medical Society,Member
Charles T. Hildreth,Massachusetts Medical Society,Member
Joseph Gilman,Massachusetts Medical Society,Member
Jacob Gates,Massachusetts Medical Society,Member
Henry Gardner,Massachusetts Medical Society,Member
Roland Gelston,Massachusetts Medical Society,Member
Joseph Gardner,Massachusetts Medical Society,Member
WilIiam Gamage Jr.,Massachusetts Medical Society,Member
"John Green,",Massachusetts Medical Society,Member
Jones Godfrey,Massachusetts Medical Society,Member
OIiver Griswold,Massachusetts Medical Society,Member
David A. Grosvenor,Massachusetts Medical Society,Member
Daniel Green,Massachusetts Medical Society,Member
Moses Gage,Massachusetts Medical Society,Member
Otis Goodman,Massachusetts Medical Society,Member
Jacob Goodwin,Massachusetts Medical Society,Member
Josiah Goodhue,Massachusetts Medical Society,Member
Peter Goodnow,Massachusetts Medical Society,Member
Daniel Gould,Massachusetts Medical Society,Member
William Gordon,Massachusetts Medical Society,Member
John F. Gardner,Massachusetts Medical Society,Member
Joshua Green,Massachusetts Medical Society,Member
Edward A. Holyoke,Massachusetts Medical Society,Member
"Abiel Heywood,",Massachusetts Medical Society,Member
Richard Hazeltine,Massachusetts Medical Society,Member
Amos Holbrook,Massachusetts Medical Society,Member
Abraham Haskell,Massachusetts Medical Society,Member
William Hooker,Massachusetts Medical Society,Member
Josiah Howe,Massachusetts Medical Society,Member
John Hart,Massachusetts Medical Society,Member
David Hunt,Massachusetts Medical Society,Member
George Hayward,Massachusetts Medical Society,Member
Enoch Hale,Massachusetts Medical Society,Member
John Homans,Massachusetts Medical Society,Member
Benjamin F. Heywood,Massachusetts Medical Society,Member
Jacob Holmes,Massachusetts Medical Society,Member
Nathan Hayward,Massachusetts Medical Society,Member
Isaac Hurd,Massachusetts Medical Society,Member
Lemuel Hayward,Massachusetts Medical Society,Member
Joshua Fisher,Massachusetts Medical Society,Member
Joshua Frost,Massachusetts Medical Society,Member
Royal Fowler,Massachusetts Medical Society,Member
Oliver Fiske,Massachusetts Medical Society,Member
Joseph Fiske,Massachusetts Medical Society,Member
Austin Flint,Massachusetts Medical Society,Member
Joseph H. Flint,Massachusetts Medical Society,Member
Dudley Fulsome,Massachusetts Medical Society,Member
Enoch Faulkner,Massachusetts Medical Society,Member
Samuel Farnsworth,Massachusetts Medical Society,Member
Noah Fearing,Massachusetts Medical Society,Member
John Field,Massachusetts Medical Society,Member
John Fleet,Massachusetts Medical Society,Member
Daniel Fogg,Massachusetts Medical Society,Member
Francis Foxcraft,Massachusetts Medical Society,Member
Nathaniel Freeman,Massachusetts Medical Society,Member
John Frink,Massachusetts Medical Society,Member
John Frink,Massachusetts Medical Society,Member
John Flagg,Massachusetts Medical Society,Member
Noah Fyefield,Massachusetts Medical Society,Member
James Foster,Massachusetts Medical Society,Member
Abel Fox,Massachusetts Medical Society,Member
Josiah D. Foster,Massachusetts Medical Society,Member
Chandler Flagg,Massachusetts Medical Society,Member
Thomas Foster,Massachusetts Medical Society,Member
Andrew Foster,Massachusetts Medical Society,Member
"Seth Fobes,",Massachusetts Medical Society,Member
Amos Farnsworth,Massachusetts Medical Society,Member
Elijah J. Ford,Massachusetts Medical Society,Member
Edward Flint,Massachusetts Medical Society,Member
Timothy Fisher,Massachusetts Medical Society,Member
Josiah F. Flagg,Massachusetts Medical Society,Member
James Gardner,Massachusetts Medical Society,Member
John Gorham,Massachusetts Medical Society,Member
John Green,Massachusetts Medical Society,Member
William Gamage,Massachusetts Medical Society,Member
Joseph Gardner,Massachusetts Medical Society,Member
George Baker,Massachusetts Medical Society,Member
John M. Brewster,Massachusetts Medical Society,Member
Nehemiah Cleaveland,Massachusetts Medical Society,Member
John G. Coffin,Massachusetts Medical Society,Member
Henry H. Childs,Massachusetts Medical Society,Member
James P. Chaplin,Massachusetts Medical Society,Member
Walter Channing,Massachusetts Medical Society,Member
Daniel Collins,Massachusetts Medical Society,Member
Benjamin Curtis,Massachusetts Medical Society,Member
Timothy Childs,Massachusetts Medical Society,Member
John Cummings,Massachusetts Medical Society,Member
Daniel Coney,Massachusetts Medical Society,Member
David Cobb,Massachusetts Medical Society,Member
Abijah Cheever,Massachusetts Medical Society,Member
Hezekiah Clark,Massachusetts Medical Society,Member
Parker Cleaveland,Massachusetts Medical Society,Member
"Nathaniel Coffin,",Massachusetts Medical Society,Member
William Coffin,Massachusetts Medical Society,Member
Charles Coffin,Massachusetts Medical Society,Member
Robert Cutler,Massachusetts Medical Society,Member
"William Cutler,",Massachusetts Medical Society,Member
Daniel Clark,Massachusetts Medical Society,Member
Jonathan Crane,Massachusetts Medical Society,Member
Daniel Collins,Massachusetts Medical Society,Member
Reuben Champion,Massachusetts Medical Society,Member
Samuel Clark,Massachusetts Medical Society,Member
Eleazar Clap,Massachusetts Medical Society,Member
Chester Cowles,Massachusetts Medical Society,Member
Rufus Cowles,Massachusetts Medical Society,Member
Isaac G. Cutler,Massachusetts Medical Society,Member
"Samuel Church,",Massachusetts Medical Society,Member
Samuel Clesson,Massachusetts Medical Society,Member
Caleb Chapin,Massachusetts Medical Society,Member
Atherton Clark,Massachusetts Medical Society,Member
Benjamin Chandler,Massachusetts Medical Society,Member
Robert Carr,Massachusetts Medical Society,Member
Seth Chandler,Massachusetts Medical Society,Member
Philip Bryant,Massachusetts Medical Society,Member
Moses Baker,Massachusetts Medical Society,Member
Elliot Beckwith,Massachusetts Medical Society,Member
Anson Bates,Massachusetts Medical Society,Member
Nathaniel Bemis,Massachusetts Medical Society,Member
Henry Bagg,Massachusetts Medical Society,Member
Stephen Ball,Massachusetts Medical Society,Member
Samuel Barstow,Massachusetts Medical Society,Member
Parley Barton,Massachusetts Medical Society,Member
Erastus Beach,Massachusetts Medical Society,Member
Royal Brewster,Massachusetts Medical Society,Member
Asa Bucknam,Massachusetts Medical Society,Member
Artemas Bullard,Massachusetts Medical Society,Member
Ephraim Buck,Massachusetts Medical Society,Member
Stephen Bates,Massachusetts Medical Society,Member
David Bacon,Massachusetts Medical Society,Member
Joseph Bossuet,Massachusetts Medical Society,Member
Benjamin D. Bartlett,Massachusetts Medical Society,Member
Benjamin Bradford,Massachusetts Medical Society,Member
Caleb Boutelle,Massachusetts Medical Society,Member
Ira Bryant,Massachusetts Medical Society,Member
Williams Bradford,Massachusetts Medical Society,Member
Silas Blake,Massachusetts Medical Society,Member
James Bowen,Massachusetts Medical Society,Member
Daniel Brigham,Massachusetts Medical Society,Member
Reuben Bell,Massachusetts Medical Society,Member
Artemas Brown,Massachusetts Medical Society,Member
Joseph Bullard,Massachusetts Medical Society,Member
John S. Bartlett,Massachusetts Medical Society,Member
Silas Brown,Massachusetts Medical Society,Member
Asaph Byam,Massachusetts Medical Society,Member
William Bridgman,Massachusetts Medical Society,Member
Oliver Bliss,Massachusetts Medical Society,Member
Leavit Bates,Massachusetts Medical Society,Member
Gamaliel Bradford,Massachusetts Medical Society,Member
William Ballard,Massachusetts Medical Society,Member
Josiah Bartlett,Massachusetts Medical Society,Member
Thomas Boulton,Massachusetts Medical Society,Member
Benjamin Austin,Massachusetts Medical Society,Member
Jason Ayres,Massachusetts Medical Society,Member
John Andrews,Massachusetts Medical Society,Member
